_id,name,scheduleTime,time,shift,activityOrder,records[0],records[1],records[2],records[3],records[4],records[5],records[6],_class
67120dd977c2145c2da8aea7,Delete Backup (Treasury),,Fri Oct 18 12:57:21 IST 2024,Mid-Weekday-Normal,9,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5707e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57155""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95bb""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9692""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9769""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9840""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f68""}}",com.ncinga.backend.documents.Activities
67120dd977c2145c2da8aea6,Treasury EOD start,,Fri Oct 18 12:57:21 IST 2024,Mid-Weekday-Normal,10,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5707f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57156""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95bc""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9693""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e976a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9841""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f69""}}",com.ncinga.backend.documents.Activities
67120dd977c2145c2da8aea8,Margin Trading Partial EOD,,Fri Oct 18 12:57:21 IST 2024,Mid-Weekday-Normal,11,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57080""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57157""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95bd""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9694""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e976b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9842""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f6a""}}",com.ncinga.backend.documents.Activities
67120dda77c2145c2da8aea9,Tally Backup(06:00PM),,Fri Oct 18 12:57:22 IST 2024,Mid-Weekday-Normal,12,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57081""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57158""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95be""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9695""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e976c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9843""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f6b""}}",com.ncinga.backend.documents.Activities
67120dda77c2145c2da8aeaa,Leasing Backup start (07.00PM),,Fri Oct 18 12:57:22 IST 2024,Mid-Weekday-Normal,13,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57082""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57159""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95bf""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9696""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e976d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9844""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f6c""}}",com.ncinga.backend.documents.Activities
671b30cabaa2196a34de1d24,Visa Incoming File Download (04.30PM),,Fri Oct 25 11:16:50 IST 2024,Mid-Weekday-Normal,6,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57083""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5715a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c0""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9697""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e976e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9845""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f6d""}}",com.ncinga.backend.documents.Activities
67120dda77c2145c2da8aeab,ATM/CDM Monitoring /VVW Transaction Monitoring /Ceft Monitoring/,,Fri Oct 18 12:57:22 IST 2024,Night-Weekday-Normal,1,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57084""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5715b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c1""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9698""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e976f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9846""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f6e""}}",com.ncinga.backend.documents.Activities
67120dda77c2145c2da8aeac,Credit card statements submission check,,Fri Oct 18 12:57:22 IST 2024,Night-Weekday-Normal,2,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57085""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5715c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c2""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e9699""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9770""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9847""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f6f""}}",com.ncinga.backend.documents.Activities
67120ddb77c2145c2da8aeae,Pawning - Generate T24 File & Copy Pawning T24Gl File to T24 side,,Fri Oct 18 12:57:23 IST 2024,Night-Weekday-Normal,3,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57086""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5715d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c3""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e969a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9771""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9848""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f70""}}",com.ncinga.backend.documents.Activities
67120ddb77c2145c2da8aeaf,Pawning EOD and Reports,,Fri Oct 18 12:57:23 IST 2024,Night-Weekday-Normal,4,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57087""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5715e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c4""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e969b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9772""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9849""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f71""}}",com.ncinga.backend.documents.Activities
67120ddc77c2145c2da8aeb0,CITS Image Download -( 9 PM - 10 PM) ,,Fri Oct 18 12:57:24 IST 2024,Night-Weekday-Normal,5,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57088""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5715f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c5""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e969c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9773""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e984a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f72""}}",com.ncinga.backend.documents.Activities
67120ddc77c2145c2da8aeb1,ACC Cheque & Signature Sync/ Signature Rule Sync,,Fri Oct 18 12:57:24 IST 2024,Night-Weekday-Normal,6,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57089""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57160""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c6""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e969d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9774""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e984b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f73""}}",com.ncinga.backend.documents.Activities
67120ddc77c2145c2da8aeb2,Validate Inward Cheque Serial,,Fri Oct 18 12:57:24 IST 2024,Night-Weekday-Normal,7,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5708a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57161""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c7""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e969e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9775""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e984c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f74""}}",com.ncinga.backend.documents.Activities
67120ddd77c2145c2da8aeb4,SWIFT - 9 PM ,,Fri Oct 18 12:57:25 IST 2024,Night-Weekday-Normal,8,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5708b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57162""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c8""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e969f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9776""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e984d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f75""}}",com.ncinga.backend.documents.Activities
67120ddd77c2145c2da8aeb7,Release  Users / Leasing Tomcat restart before EOD,,Fri Oct 18 12:57:25 IST 2024,Night-Weekday-Normal,9,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5708c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57163""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95c9""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a0""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9777""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e984e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f76""}}",com.ncinga.backend.documents.Activities
67120dde77c2145c2da8aeb8,Leasing  EOD /  and Svr Restart(Friday  only) - 7 PM,,Fri Oct 18 12:57:26 IST 2024,Night-Weekday-Normal,10,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5708d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57164""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95ca""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a1""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9778""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e984f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f77""}}",com.ncinga.backend.documents.Activities
67120dde77c2145c2da8aeb9,Process Autopay SI File (Only after CMS EOD Completion)  8PM,,Fri Oct 18 12:57:26 IST 2024,Night-Weekday-Normal,11,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5708e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57165""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95cb""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a2""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9779""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9850""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f78""}}",com.ncinga.backend.documents.Activities
67120dde77c2145c2da8aeba,Leasing file transfer to T24  (Pre COB),,Fri Oct 18 12:57:26 IST 2024,Night-Weekday-Normal,12,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5708f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57166""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95cc""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a3""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e977a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9851""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f79""}}",com.ncinga.backend.documents.Activities
67120ddf77c2145c2da8aebb,Treasury EOD file transfer,,Fri Oct 18 12:57:27 IST 2024,Night-Weekday-Normal,13,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57090""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57167""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95cd""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a4""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e977b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9852""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f7a""}}",com.ncinga.backend.documents.Activities
67120ddf77c2145c2da8aebc,Treasury Report After EOD ,,Fri Oct 18 12:57:27 IST 2024,Night-Weekday-Normal,14,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57091""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57168""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95ce""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a5""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e977c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9853""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f7b""}}",com.ncinga.backend.documents.Activities
67120ddf77c2145c2da8aebd,PCM EOD 9:45 PM,,Fri Oct 18 12:57:27 IST 2024,Night-Weekday-Normal,15,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57092""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57169""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95cf""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a6""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e977d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9854""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f7c""}}",com.ncinga.backend.documents.Activities
67120ddd77c2145c2da8aeb5,Download Mastercards for SUB-EOD 1,,Fri Oct 18 12:57:25 IST 2024,Night-Weekday-Normal,16,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57093""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5716a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d0""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a7""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e977e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9855""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f7d""}}",com.ncinga.backend.documents.Activities
67120ddd77c2145c2da8aeb6,Start 1st CMS SUB-EOD at 10.30 PM,,Fri Oct 18 12:57:25 IST 2024,Night-Weekday-Normal,17,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57094""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5716b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d1""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a8""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e977f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9856""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f7e""}}",com.ncinga.backend.documents.Activities
67120ddf77c2145c2da8aebe,"Remaining Mastercard File, DCF File, T-67 (11.45 PM)",,Fri Oct 18 12:57:27 IST 2024,Night-Weekday-Normal,18,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57095""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5716c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d2""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96a9""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9780""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9857""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f7f""}}",com.ncinga.backend.documents.Activities
67120de077c2145c2da8aebf,CMS Backup (12:00 AM),,Fri Oct 18 12:57:28 IST 2024,Night-Weekday-Normal,19,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57096""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5716d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d3""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96aa""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9781""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9858""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f80""}}",com.ncinga.backend.documents.Activities
67120de077c2145c2da8aec0,CMS BACKUP Delete BACKEND/ONLINE/CEFT,,Fri Oct 18 12:57:28 IST 2024,Night-Weekday-Normal,20,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57097""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5716e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d4""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96ab""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9782""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9859""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f81""}}",com.ncinga.backend.documents.Activities
67120de077c2145c2da8aec1,Payment File Generation  (12.00 AM),,Fri Oct 18 12:57:28 IST 2024,Night-Weekday-Normal,21,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57098""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca5716f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d5""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96ac""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9783""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e985a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f82""}}",com.ncinga.backend.documents.Activities
67120de177c2145c2da8aec3,"Start 2nd CMS SUB EOD - Payment (2),T-67, DCF, Mastercards(4), Visa(2), ATM",,Fri Oct 18 12:57:29 IST 2024,Night-Weekday-Normal,22,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca57099""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57170""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d6""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96ad""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9784""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e985b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f83""}}",com.ncinga.backend.documents.Activities
67120de177c2145c2da8aec4,Continue CMS MAIN EOD,,Fri Oct 18 12:57:29 IST 2024,Night-Weekday-Normal,23,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5709a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57171""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d7""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96ae""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9785""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e985c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f84""}}",com.ncinga.backend.documents.Activities
67120de177c2145c2da8aec5,EVENT-LOG-ARCHIVE (8.30PM),,Fri Oct 18 12:57:29 IST 2024,Night-Weekday-Normal,24,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5709b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57172""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d8""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96af""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9786""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e985d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f85""}}",com.ncinga.backend.documents.Activities
67120de277c2145c2da8aec6,Transaction Rc.cycler online service [9:00 PM ](Before COB),,Fri Oct 18 12:57:30 IST 2024,Night-Weekday-Normal,25,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5709c""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57173""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95d9""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96b0""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9787""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e985e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f86""}}",com.ncinga.backend.documents.Activities
67120de277c2145c2da8aec7,COB Backup 09:30 PM / Gzip,,Fri Oct 18 12:57:30 IST 2024,Night-Weekday-Normal,26,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5709d""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57174""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95da""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96b1""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9788""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e985f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f87""}}",com.ncinga.backend.documents.Activities
67120de277c2145c2da8aec8,COUNT FFCB.AC.HVT.TRIGGER & FBNK.AC.HVT.TRIGGER,,Fri Oct 18 12:57:30 IST 2024,Night-Weekday-Normal,27,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5709e""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57175""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95db""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96b2""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e9789""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9860""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f88""}}",com.ncinga.backend.documents.Activities
67120de377c2145c2da8aeca,CLEAR-FILE F.EB.EOD.ERROR & CLEAR-FILE FBNK.AA.UNAUTH.ACTIVITIES.LIST,,Fri Oct 18 12:57:31 IST 2024,Night-Weekday-Normal,28,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca5709f""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57176""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95dc""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96b3""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e978a""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9861""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f89""}}",com.ncinga.backend.documents.Activities
67120de377c2145c2da8aecb,Remove DB stale locks & clear RTN.CLEAR.EXPIRED.TOKENS,,Fri Oct 18 12:57:31 IST 2024,Night-Weekday-Normal,29,"{""$ref"":""records"",""$id"":{""$oid"":""67bd94a3d3eb390e9ca570a0""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bd95e7d3eb390e9ca57177""}}","{""$ref"":""records"",""$id"":{""$oid"":""67bfd91f0f098a7b551e95dd""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c034e60f098a7b551e96b4""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c031010f098a7b551e978b""}}","{""$ref"":""records"",""$id"":{""$oid"":""67c044840f098a7b551e9862""}}","{""$ref"":""records"",""$id"":{""$oid"":""67e422f4a388352d48a27f8a""}}",com.ncinga.backend.documents.Activities
